1.000000000000000000e+00	-2.572038199692609495e-01	1.253987077727778121e-01	-8.570056285044624911e-02	6.689120030172115983e-02	-8.945740271213038497e-01	2.122528742769989873e-01	-1.355800097580427965e-01	7.424753379798201824e-02	-5.643209744702820663e-02	1.789733200906791499e-01	-2.017531122318399484e-01	7.787105868774540918e-02	-7.810428673056607485e-02	4.894501939093228587e-02	-5.842203029384837598e-02	4.937941896582733609e-02	-8.238051329026682690e-02	5.672731183701028301e-02	-5.182813493503997393e-02	4.739280562543342346e-02	-3.671207491693450481e-02	6.282699980506441240e-02	-4.012311176506719312e-02	4.589009962426314482e-02	-3.523252802534621031e-02	3.457388361180528669e-02	-4.225489667475262195e-02	3.835425401023188213e-02	-3.589570874541344464e-02	3.908081830251913802e-02	-3.382933477409278550e-02	4.684617541622546760e-02	-2.711816587796370831e-02	3.293116119442929951e-02	-3.455739421874842732e-02	2.649020169361564550e-02	-2.340655643990655066e-02	2.978890654816630096e-02	-2.877754609178752310e-02	2.116659777854775285e-02	-3.217545851506731225e-02	1.971676196604263756e-02	-2.319959463989243117e-02	3.217726139092143278e-02
-2.572038199692609495e-01	1.000000000000000000e+00	-5.986753141220793051e-01	1.649563516586348144e-01	-1.109773732578258620e-01	1.914328453209996062e-01	-6.378735339219082645e-01	3.157973000300349220e-01	-1.621057301936109085e-01	8.938444748786449068e-02	-1.123377578031835022e-01	1.165652521150137427e-01	-1.226004873578496884e-01	1.200109346442326391e-01	-7.910457469635913397e-02	4.565045859970141839e-02	-6.624914627256110744e-02	1.194824297980427857e-01	-8.984461037701560460e-02	7.940001329342667724e-02	-3.981709585832784309e-02	4.817623889406631027e-02	-9.603672127555715199e-02	6.003650069593727961e-02	-7.051459348451048770e-02	3.505954016901237369e-02	-4.444679086045393718e-02	5.409799221222850313e-02	-5.533964770131742650e-02	5.170609274017021889e-02	-3.923330206250529029e-02	4.134099128232650300e-02	-6.154088974243355353e-02	3.746119752737686603e-02	-4.604304325240871076e-02	4.170912687262115504e-02	-3.237091373049925253e-02	3.044641914504584920e-02	-4.095235207369215397e-02	3.946035826216043318e-02	-2.549744057278106532e-02	3.967622656455765257e-02	-2.565848081999293206e-02	3.091715305913495665e-02	-4.302773748852212893e-02
1.253987077727778121e-01	-5.986753141220793051e-01	9.999999999999998890e-01	-2.201448636561538497e-01	9.428541327275921646e-02	-1.170919114491796587e-01	3.165161486054155482e-01	-6.769019092256952641e-01	1.846577052148040410e-01	-8.434474668111111018e-02	7.833834787602038385e-02	-8.683969834842013291e-02	1.331926040505676812e-01	-1.299176688131406521e-01	7.352698106273106160e-02	-3.417838962982277379e-02	5.607204034920505731e-02	-1.243864854841283396e-01	8.646137915759909143e-02	-7.507307571988283690e-02	2.966211438320911359e-02	-4.111067971858423792e-02	8.374388251740465250e-02	-5.336341378696012744e-02	6.173276906557771671e-02	-2.745572553282028469e-02	3.707162929765656784e-02	-4.550714454320073377e-02	4.630398767934438414e-02	-4.402051576598784571e-02	3.046610922328264054e-02	-3.364618914430354130e-02	4.990083075366078674e-02	-3.094703547295884344e-02	3.807481157415958800e-02	-3.388411377451741591e-02	2.625358030006746599e-02	-2.483078987640832333e-02	3.363455928053718513e-02	-3.258567001292906468e-02	2.065377689460912158e-02	-3.234675079565349498e-02	2.087465742151130635e-02	-2.525686067361818804e-02	3.492499637236062826e-02
-8.570056285044624911e-02	1.649563516586348144e-01	-2.201448636561538497e-01	9.999999999999996669e-01	-2.055576255800524721e-01	7.586844825605280895e-02	-2.284561798991432413e-01	2.205793691342138041e-01	-8.524657938248345612e-01	1.614279845365012567e-01	-8.342941412450748107e-02	8.801332924335897312e-02	-1.680296982643161019e-01	1.993375412892328946e-01	-1.429621145833080142e-01	4.306273147719463790e-02	-8.884194902293071627e-02	1.546109703076068709e-01	-1.508761619024329148e-01	1.249234786719945339e-01	-3.783588706166646221e-02	6.376594129699283964e-02	-1.409774241102300929e-01	8.755091021262757789e-02	-1.065613791172587699e-01	3.859310699032119513e-02	-5.779672540066251724e-02	6.989468273205438897e-02	-7.753827800849985574e-02	7.251920196190060619e-02	-4.277095249891211398e-02	5.139547252314523307e-02	-7.951816403230264896e-02	5.052175406828474102e-02	-6.265146919390790492e-02	5.126033574632411077e-02	-4.015676214574662867e-02	3.911854132151845742e-02	-5.478322913402723648e-02	5.267567029491915936e-02	-3.128620176415813914e-02	4.938138805173387935e-02	-3.295633395163603818e-02	4.031085803102468085e-02	-5.601167649735352971e-02
6.689120030172115983e-02	-1.109773732578258620e-01	9.428541327275921646e-02	-2.055576255800524721e-01	9.999999999999995559e-01	-6.177252549632616246e-02	1.296243177464794782e-01	-1.134956361634280181e-01	1.619000367504478122e-01	-4.357625651690161805e-01	9.258335568392457582e-02	-1.048481033786901190e-01	1.545061100513420715e-01	-2.061101029855348099e-01	2.364741333719703742e-01	-6.960758235023338514e-02	1.378380187175952953e-01	-2.169877136664045136e-01	1.837179195399711862e-01	-2.158504618453321589e-01	5.874829027273430204e-02	-1.030517292186234612e-01	2.038788441326095102e-01	-1.383467930112075583e-01	1.638373435039459647e-01	-7.000908611847213303e-02	9.860809481718124658e-02	-1.242797184647124464e-01	1.385721931645284288e-01	-1.327847507016713113e-01	7.554243914850002073e-02	-1.061358849140674604e-01	1.578631041992202833e-01	-9.672232424964377628e-02	1.184835673053434152e-01	-1.119474993941685093e-01	8.262038406227319165e-02	-8.220931334467322660e-02	1.076518483113287766e-01	-1.063217637120069392e-01	6.674353324205270499e-02	-1.079947428235428358e-01	6.864322387871768516e-02	-8.430415060582860387e-02	1.168925906022407479e-01
-8.945740271213038497e-01	1.914328453209996062e-01	-1.170919114491796587e-01	7.586844825605280895e-02	-6.177252549632616246e-02	9.999999999999994449e-01	-2.615160400247532047e-01	1.219375414093285120e-01	-6.796166036684778144e-02	5.104564468346926842e-02	-2.333167251881978765e-01	1.806393764570720095e-01	-7.123974653907705346e-02	7.013876656805229093e-02	-4.471999741935638040e-02	5.920535634701602073e-02	-4.616574695575850068e-02	7.391415878292835473e-02	-5.177685314966081614e-02	4.698398728063261920e-02	-4.965578676072748138e-02	3.407573369874593999e-02	-5.831934379692961523e-02	3.690431252131429890e-02	-4.243949615329958847e-02	3.443690784819714718e-02	-3.242980905994322094e-02	3.918598336864057008e-02	-3.574355510740323538e-02	3.322572300146207219e-02	-3.884624279445682976e-02	3.166945123663594125e-02	-4.410689177800801442e-02	2.533307955225217942e-02	-3.076509650728993794e-02	3.217251004206414522e-02	-2.489753743534553476e-02	2.184302792395044490e-02	-2.784222315134247602e-02	2.677521474282942848e-02	-1.983069977328008257e-02	2.985694278314594483e-02	-1.844673456383428417e-02	2.164577039735908134e-02	-3.014824453292275219e-02
2.122528742769989873e-01	-6.378735339219082645e-01	3.165161486054155482e-01	-2.284561798991432413e-01	1.296243177464794782e-01	-2.615160400247532047e-01	1.000000000000000222e+00	-5.291185374510711803e-01	1.894041660704519903e-01	-1.146594285071012992e-01	1.337634541807052602e-01	-1.582238511694422922e-01	1.564556356143412263e-01	-1.616655828533450356e-01	9.742188739222441829e-02	-5.588334917756267867e-02	7.949376982100755940e-02	-1.626054323050918904e-01	1.121092875910930653e-01	-1.017915325441325763e-01	4.777952231924356002e-02	-5.887365702309465404e-02	1.141060503453717873e-01	-7.369333141474482263e-02	8.456307144782652940e-02	-4.277727816953458967e-02	5.388486657406518082e-02	-6.662712718137463186e-02	6.597640477576556528e-02	-6.279246327465611011e-02	4.733072864463861579e-02	-5.077127198721682194e-02	7.369708911071476409e-02	-4.493698881492853153e-02	5.505130464424731057e-02	-5.169366936482414077e-02	3.959939401301542511e-02	-3.701191169032542333e-02	4.907340505620138432e-02	-4.772132813961973974e-02	3.141795594245078843e-02	-4.911719871667325626e-02	3.107567833670063506e-02	-3.739935189874193933e-02	5.165191705923955628e-02
-1.355800097580427965e-01	3.157973000300349220e-01	-6.769019092256952641e-01	2.205793691342138041e-01	-1.134956361634280181e-01	1.219375414093285120e-01	-5.291185374510711803e-01	9.999999999999992228e-01	-2.775251650731642150e-01	1.010947628977305057e-01	-9.335636299437936880e-02	1.007321440002984930e-01	-2.044617449505491402e-01	1.608883481195783338e-01	-9.070811489383612258e-02	4.045740088088822795e-02	-6.867624558771275034e-02	1.511429084550279522e-01	-1.087977809135547147e-01	9.116710865650504148e-02	-3.538497994466777152e-02	4.999049674400328491e-02	-1.037791671463272614e-01	6.520241713448431120e-02	-7.587324115536753233e-02	3.278972798281255124e-02	-4.494307533965790497e-02	5.490751042089555417e-02	-5.622153516168737486e-02	5.331156034956128359e-02	-3.647170706687078573e-02	4.029419946243528033e-02	-6.008395991764312744e-02	3.738403282370738462e-02	-4.604884095794867932e-02	4.043768846833543235e-02	-3.145465701687574778e-02	2.979379616383744447e-02	-4.057629914817726530e-02	3.924260615091246240e-02	-2.468174359194258427e-02	3.863242436657381151e-02	-2.506133641867760303e-02	3.034497235040769375e-02	-4.198386151631113006e-02
7.424753379798201824e-02	-1.621057301936109085e-01	1.846577052148040410e-01	-8.524657938248345612e-01	1.619000367504478122e-01	-6.796166036684778144e-02	1.894041660704519903e-01	-2.775251650731642150e-01	9.999999999999997780e-01	-1.793693738938046678e-01	7.488351148635674637e-02	-8.239684693865136078e-02	1.660733313131180222e-01	-2.582173416645590081e-01	1.369685257974453119e-01	-3.856920288945717840e-02	7.798859383859380046e-02	-1.585417147934128634e-01	1.445694915830001426e-01	-1.253379645836826817e-01	3.366744685226170930e-02	-5.683697592490582345e-02	1.230431740865229329e-01	-7.972411530503402399e-02	9.462528713529588797e-02	-3.436033324536325040e-02	5.106183950052513992e-02	-6.251662956731102172e-02	6.759384254994021957e-02	-6.462028963493086919e-02	3.789611047046407416e-02	-4.562581374263681433e-02	6.931230316288260196e-02	-4.418495452387836975e-02	5.465069987059602286e-02	-4.573561129182131951e-02	3.555871143690764874e-02	-3.444676308478346327e-02	4.779424595410152604e-02	-4.631717387570383898e-02	2.782916937335800506e-02	-4.400885162544030532e-02	2.894213982409923891e-02	-3.537436618531864668e-02	4.884448309827540274e-02
-5.643209744702820663e-02	8.938444748786449068e-02	-8.434474668111111018e-02	1.614279845365012567e-01	-4.357625651690161805e-01	5.104564468346926842e-02	-1.146594285071012992e-01	1.010947628977305057e-01	-1.793693738938046678e-01	9.999999999999988898e-01	-7.941737538527529616e-02	8.548599859212521745e-02	-1.605624646687845158e-01	2.013947980345359989e-01	-7.132447335275504674e-01	5.170542360811292842e-02	-1.245021042948813023e-01	1.888315878375440848e-01	-2.503959284767885429e-01	2.635131318473283302e-01	-4.494764137752318284e-02	9.003706706332814669e-02	-2.097142202166514535e-01	1.396517908924399254e-01	-1.827541023204513893e-01	5.107927766492352528e-02	-8.188725073853116154e-02	9.933292833489296147e-02	-1.204938179988629954e-01	1.140446244558270955e-01	-5.596389242755715060e-02	7.351606001325348971e-02	-1.157886156093229646e-01	7.629027818580207121e-02	-9.521984302530916988e-02	7.333832941636049541e-02	-5.730452883697486482e-02	5.713812060298783385e-02	-8.206890356240763296e-02	7.906380725205361393e-02	-4.458128995150641843e-02	7.111331240740273452e-02	-4.805703393362908971e-02	5.940872884994058412e-02	-8.212460816373230721e-02
