1.000000000000000000e+00	-5.767017896314132752e-01	1.712715947241136571e-01	-1.551086676603505021e-01	8.762580988696151707e-02	-6.863044477035341595e-01	2.155257602108440473e-01	-1.778457147714860576e-01	1.842800964532081420e-01	-7.239403177206853168e-02	2.102102397728719263e-01	-1.638668990153002158e-01	1.388501390552542847e-01	-1.287106782874642141e-01	7.815142450001312524e-02	-2.213644739556945018e-01	1.628936721754888350e-01	-1.430501404234059970e-01	1.485111304253901865e-01	-9.636002977182352158e-02	9.653984391024612866e-02	-9.074686890660497995e-02	1.006814670430736802e-01	-8.691546359325641458e-02	9.970487957793608413e-02	-9.294135988370008650e-02	7.550359187847006937e-02	-8.381784875054278106e-02	6.202661946167970647e-02	-7.320902847144498959e-02	1.079959437590709143e-01	-6.511279127035235481e-02	8.079507499972318763e-02	-4.314127811665736945e-02	4.343547432148026077e-02
-5.767017896314132752e-01	1.000000000000000222e+00	-3.598667602334812976e-01	2.468392664561475658e-01	-1.629724184378253671e-01	2.987173269023011279e-01	-3.087611737893045660e-01	2.397368853095248886e-01	-3.554443010536368353e-01	1.299486141295036756e-01	-2.060530028606687714e-01	2.013827636197786652e-01	-1.999354731731484980e-01	2.006313167758561333e-01	-1.275980821301604395e-01	1.974920897706719247e-01	-2.351312774673430805e-01	1.983804964585752506e-01	-2.569227151911757101e-01	1.531550785614667065e-01	-1.244367616658944020e-01	1.355595900597984793e-01	-1.625533835424803619e-01	1.415320606090533506e-01	-1.686958040677175863e-01	1.146583404732122308e-01	-1.147123885698829449e-01	1.313703108997648916e-01	-1.002564960495552354e-01	1.173474772832699270e-01	-1.791677277500818288e-01	1.005184825921079939e-01	-1.303909289340481892e-01	6.937172275781815223e-02	-7.055893192054629726e-02
1.712715947241136571e-01	-3.598667602334812976e-01	1.000000000000000444e+00	-6.987874526614030746e-01	1.217052115956109570e-01	-1.827774921684696963e-01	2.514011643630029713e-01	-4.487464571594644291e-01	2.745295770823097392e-01	-1.068864967216991702e-01	1.278339822947824611e-01	-1.653820416284954575e-01	1.812381829791553378e-01	-1.704928073665662458e-01	1.010125969348393549e-01	-1.402085714658789783e-01	1.653645487967963512e-01	-1.716512003646849249e-01	1.637171503048315824e-01	-1.250317707740809248e-01	7.811357417700216799e-02	-9.039258088541295144e-02	1.052958785150557436e-01	-9.370276273319225191e-02	1.052507063340033799e-01	-7.593140524687357062e-02	7.272480615236162627e-02	-8.760768030325175038e-02	6.514957275161942230e-02	-7.763537833884280592e-02	1.049900558652753502e-01	-6.384327641377243734e-02	8.029052999915162192e-02	-4.481585609239627233e-02	4.495871154186172752e-02
-1.551086676603505021e-01	2.468392664561475658e-01	-6.987874526614030746e-01	1.000000000000000444e+00	-1.833171565638382905e-01	1.599334627560629329e-01	-2.476646680253605792e-01	2.560843787128600502e-01	-5.041001984934795344e-01	1.501911570728411416e-01	-1.244723255720922017e-01	1.564411600409602032e-01	-1.773739273670239813e-01	1.878367536834944229e-01	-1.194447553919485011e-01	1.334958980728599975e-01	-1.717969929870455381e-01	1.643107759425839753e-01	-1.904035988081292374e-01	1.412441975170155017e-01	-8.153445769715650382e-02	9.725954113532715717e-02	-1.163959172955908589e-01	1.043761871869848673e-01	-1.196566173574542674e-01	7.828690588697954922e-02	-7.913605446718068037e-02	9.579109854250672518e-02	-7.232813942682882191e-02	8.579111215656949618e-02	-1.167810009151879769e-01	6.966828718712786417e-02	-8.890963230783011095e-02	4.957435655709813843e-02	-4.995354377081284714e-02
8.762580988696151707e-02	-1.629724184378253671e-01	1.217052115956109570e-01	-1.833171565638382905e-01	1.000000000000000888e+00	-1.056673485059884121e-01	1.101792046723029800e-01	-1.197940077496158634e-01	2.441322873752274913e-01	-8.778475816107000895e-01	7.985411281976577402e-02	-9.884034179146983234e-02	1.110572954579377575e-01	-1.960153091489433841e-01	1.938784770494583476e-01	-9.469675466453271462e-02	1.046871575887105277e-01	-1.179550014471732605e-01	1.470649946441071054e-01	-2.324972729719115005e-01	5.794131669631440856e-02	-7.527809302200648423e-02	8.683917418589340298e-02	-8.442776366797972998e-02	9.526412447266917327e-02	-5.788954437624309335e-02	5.932739354446421587e-02	-7.694792327165696222e-02	5.746244242474934927e-02	-7.054015558945372910e-02	8.502736329380068681e-02	-5.301559008798419764e-02	6.646559168438806453e-02	-3.933870101646025352e-02	3.915082428700297767e-02
-6.863044477035341595e-01	2.987173269023011279e-01	-1.827774921684696963e-01	1.599334627560629329e-01	-1.056673485059884121e-01	1.000000000000000666e+00	-3.424726377727974058e-01	2.040634058148601826e-01	-2.237229519534930378e-01	8.601869357350611089e-02	-3.797574079636693578e-01	2.072746105251643267e-01	-1.736800923096202820e-01	1.507619590849584579e-01	-9.268610568052680632e-02	2.449927470440430022e-01	-2.133120779605602590e-01	1.691735992511851638e-01	-1.826431001113116015e-01	1.120143015782375656e-01	-1.186780129289133068e-01	1.070744998810675558e-01	-1.220086799609137462e-01	1.043484995055022346e-01	-1.209342700752923244e-01	1.067016331042265759e-01	-9.056362508043870607e-02	9.939116179637724757e-02	-7.431802451790854580e-02	8.711327801049530140e-02	-1.312030355080426314e-01	7.757158921415013841e-02	-9.755235927278881058e-02	5.158612512297683361e-02	-5.215005540128934275e-02
2.155257602108440473e-01	-3.087611737893045660e-01	2.514011643630029713e-01	-2.476646680253605792e-01	1.101792046723029800e-01	-3.424726377727974058e-01	9.999999999999998890e-01	-6.453770768128119784e-01	2.293724861655330738e-01	-9.544581743354631220e-02	2.075353603887535592e-01	-3.940116521325089938e-01	2.659129778146049339e-01	-1.993396356201461439e-01	1.126242904795074912e-01	-2.192919991374074340e-01	2.548728188132860506e-01	-2.575334088168916846e-01	1.919107372112636989e-01	-1.387433661105799132e-01	1.044164524066790306e-01	-1.136614674761497329e-01	1.297827177429155820e-01	-1.127404373037853291e-01	1.236660875886034794e-01	-1.017646435622219792e-01	9.024506896900444386e-02	-1.067995604628706602e-01	7.835592521025880330e-02	-9.313139373447204550e-02	1.236298714558231870e-01	-7.829057346081277902e-02	9.673475484663096591e-02	-5.386913900579740067e-02	5.385704275132999208e-02
-1.778457147714860576e-01	2.397368853095248886e-01	-4.487464571594644291e-01	2.560843787128600502e-01	-1.197940077496158634e-01	2.040634058148601826e-01	-6.453770768128119784e-01	9.999999999999994449e-01	-2.734384285052634533e-01	1.014289968450981239e-01	-1.639815913646065493e-01	2.502478991249824092e-01	-3.700170622126269793e-01	1.946737899954755768e-01	-1.141803719851622184e-01	1.648758171087779945e-01	-2.443771880845208577e-01	2.334294718199969865e-01	-1.954322995430905485e-01	1.325458040421371997e-01	-8.985054216243285041e-02	1.032893024897219014e-01	-1.248870873389701097e-01	1.078046157128619009e-01	-1.200062791769054421e-01	8.587763473934247049e-02	-8.272110535917229224e-02	9.915544008191003178e-02	-7.413864792314689423e-02	8.737729687971285131e-02	-1.150468462718916424e-01	7.181705454784960418e-02	-9.047759951233658171e-02	5.054533333963623365e-02	-5.079763043900424602e-02
1.842800964532081420e-01	-3.554443010536368353e-01	2.745295770823097392e-01	-5.041001984934795344e-01	2.441322873752274913e-01	-2.237229519534930378e-01	2.293724861655330738e-01	-2.734384285052634533e-01	1.000000000000000222e+00	-3.213210282337481405e-01	1.614231208638834958e-01	-1.982749746364033949e-01	2.166296464583419845e-01	-3.802829121724211059e-01	2.065193467076509581e-01	-1.923132920633183474e-01	2.034577144409369376e-01	-2.300830818582287607e-01	2.528667698935078145e-01	-2.655406845105793834e-01	1.123358654474382740e-01	-1.402740642581619124e-01	1.580777055887272464e-01	-1.495144604664004062e-01	1.637856329787373555e-01	-1.126021777162757032e-01	1.105456303258802453e-01	-1.401840221420053989e-01	1.030184944353818854e-01	-1.256663189053724705e-01	1.604959351006704504e-01	-9.863729074799217067e-02	1.226336074625395400e-01	-7.105459187830402701e-02	7.061930847963530933e-02
-7.239403177206853168e-02	1.299486141295036756e-01	-1.068864967216991702e-01	1.501911570728411416e-01	-8.778475816107000895e-01	8.601869357350611089e-02	-9.544581743354631220e-02	1.014289968450981239e-01	-3.213210282337481405e-01	1.000000000000001776e+00	-6.698678691430914878e-02	8.417667174465581770e-02	-9.799985567687755084e-02	1.741769780628754372e-01	-2.340672096757863418e-01	7.804407036960937794e-02	-9.095432547139310764e-02	1.002723029258869303e-01	-1.356621225985529811e-01	1.940212815704756844e-01	-4.877891852576435316e-02	6.384089478828615383e-02	-7.558072885920726069e-02	7.354016432575287421e-02	-8.424686779647640178e-02	4.835014361327602539e-02	-5.060126410425978827e-02	6.551325608850570859e-02	-4.962142692591478554e-02	6.034193150784188803e-02	-7.193237312622509372e-02	4.505583255311917945e-02	-5.698687823520018347e-02	3.372001405219594850e-02	-3.370058375692051855e-02
