(q1, q2) = (4, 5)
0 0.125 0.0001220703125 0.24416895871292196 0.21646611389022144
5 0.125 0.0001220703125 0.1596577087292712 0.1368641812847767
5 0.125 0.000244140625 0.15959575308201293 0.1369420724081784
5 0.25 0.0001220703125 0.15947606378567758 0.13626426599067165
5 0.3 0.000244140625 0.15947462651927852 0.13631985114514023
10 0.125 0.0001220703125 0.10113374647932719 0.06955104945139785
10 0.25 0.0001220703125 0.10100871072484649 0.06506417988702583
10 0.25 0.000244140625 0.10086301062132115 0.06795668515781872
10 0.3 0.000244140625 0.10080815290260989 0.06621275999739859
10 0.4 0.000244140625 0.10050416486910321 0.0652485003069512
20 0.125 0.0001220703125 0.09860330808279552 0.06920102445170513
20 0.25 0.0001220703125 0.0956676716138426 0.06588121283725308
20 0.4 0.000244140625 0.09556539061779509 0.0649498869377176
40 0.3 0.000244140625 0.09539180377397775 0.07121632019458396
40 0.4 0.00048828125 0.09513615327799144 0.0720537591967351
320 0.3 0.0001220703125 0.09453447678570097 0.06890772903309028
320 0.5 0.000244140625 0.09405608751740453 0.06955382471663522
320 0.6 0.00048828125 0.09319475392986236 0.06814844167535049
320 1.0 0.0009765625 0.09312069021091827 0.0695293000540557
320 1.0 0.001953125 0.0926855649024936 0.06860090935760914
(0.0926855649024936, 0.06860090935760914)
