1.000000000000000000e+00	-5.262771114146416740e-02	-5.263234345441110407e-02	-5.263460745566417992e-02	-5.263672180613917367e-02	-5.262519595515345594e-02	-5.262650891050559693e-02	-5.263274514858881648e-02	-5.263497361657880347e-02	-5.263757849628739049e-02	-5.262407383112390619e-02	-5.262631483010811462e-02	-5.263332413801315168e-02	-5.263632757436651627e-02	-5.263723393334301254e-02	-5.262317483226043591e-02	-5.262557124707227529e-02	-5.263247218657396420e-02	-5.263586281274425932e-02	-5.263725862960182134e-02
-5.262771114146416740e-02	9.999999999999997780e-01	-5.263223086159286856e-02	-5.263414184383892469e-02	-5.263589915722331758e-02	-5.262601604363295604e-02	-5.262721819580405691e-02	-5.263264249018959062e-02	-5.263448781979795932e-02	-5.263658953360319387e-02	-5.262528945904344779e-02	-5.262714682918176456e-02	-5.263315491849096528e-02	-5.263567498249444032e-02	-5.263640997871311955e-02	-5.262453327809984982e-02	-5.262659696470367576e-02	-5.263249607069346581e-02	-5.263531213534800718e-02	-5.263644829608422893e-02
-5.263234345441110407e-02	-5.263223086159286856e-02	9.999999999999997780e-01	-5.263048604163165362e-02	-5.262968536368089340e-02	-5.263157162196550887e-02	-5.263197992067793901e-02	-5.263158705406262294e-02	-5.263068739802463647e-02	-5.262918419387322549e-02	-5.263367885978375432e-02	-5.263278773025369117e-02	-5.263162260572097628e-02	-5.263067955898335232e-02	-5.263018683143580456e-02	-5.263394589480623054e-02	-5.263362575532840731e-02	-5.263234724262667169e-02	-5.263104687485687522e-02	-5.263032273628395763e-02
-5.263460745566417992e-02	-5.263414184383892469e-02	-5.263048604163165362e-02	1.000000000000000222e+00	-5.262608193800243084e-02	-5.263436191744096798e-02	-5.263433895070981916e-02	-5.263078590623140873e-02	-5.262839503768974858e-02	-5.262493346450498877e-02	-5.263800862093453992e-02	-5.263562436983375975e-02	-5.263056239404571152e-02	-5.262773801269910595e-02	-5.262657832504567812e-02	-5.263883151799275684e-02	-5.263721636375536667e-02	-5.263203860735755218e-02	-5.262850198883368275e-02	-5.262676724378795995e-02
-5.263672180613917367e-02	-5.263589915722331758e-02	-5.262968536368089340e-02	-5.262608193800243084e-02	1.000000000000000222e+00	-5.263701784772327474e-02	-5.263655869215220356e-02	-5.262980942683351260e-02	-5.262591034059473788e-02	-5.262046806698823104e-02	-5.264222156485064835e-02	-5.263832716513512644e-02	-5.262932389602537064e-02	-5.262459672542754707e-02	-5.262276247223329761e-02	-5.264360666300082342e-02	-5.264068172463645667e-02	-5.263156025554562717e-02	-5.262576188476049410e-02	-5.262300500904702749e-02
-5.262519595515345594e-02	-5.262601604363295604e-02	-5.263157162196550887e-02	-5.263436191744096798e-02	-5.263701784772327474e-02	1.000000000000000222e+00	-5.262526657540959885e-02	-5.263322315727336775e-02	-5.263626341318464186e-02	-5.263993439147340858e-02	-5.262175866866941609e-02	-5.262481249493656393e-02	-5.263394317604117023e-02	-5.263797077546539943e-02	-5.263924021475689663e-02	-5.262055706890830797e-02	-5.262365846577564399e-02	-5.263268208090067513e-02	-5.263729007974599083e-02	-5.263923605154287311e-02
-5.262650891050559693e-02	-5.262721819580405691e-02	-5.263197992067793901e-02	-5.263433895070981916e-02	-5.263655869215220356e-02	-5.262526657540959885e-02	1.000000000000000000e+00	-5.263292199794147169e-02	-5.263549405981753082e-02	-5.263855017254329138e-02	-5.262306845531515564e-02	-5.262565348765400886e-02	-5.263356067908672720e-02	-5.263699759795974209e-02	-5.263805763365887042e-02	-5.262204137879730736e-02	-5.262473618110702356e-02	-5.263253555495783775e-02	-5.263644144131123664e-02	-5.263807011459060298e-02
-5.263274514858881648e-02	-5.263264249018959062e-02	-5.263158705406262294e-02	-5.263078590623140873e-02	-5.262980942683351260e-02	-5.263322315727336775e-02	-5.263292199794147169e-02	9.999999999999997780e-01	-5.263042110685783870e-02	-5.262897299151382546e-02	-5.263322630446578415e-02	-5.263237717386827497e-02	-5.263132165520084671e-02	-5.263043152635936417e-02	-5.262995756076641746e-02	-5.263347770423307259e-02	-5.263319398869217847e-02	-5.263202514943328414e-02	-5.263078768413357450e-02	-5.263009197335492828e-02
-5.263497361657880347e-02	-5.263448781979795932e-02	-5.263068739802463647e-02	-5.262839503768974858e-02	-5.262591034059473788e-02	-5.263626341318464186e-02	-5.263549405981753082e-02	-5.263042110685783870e-02	9.999999999999995559e-01	-5.262439187618256353e-02	-5.263795774482576961e-02	-5.263548810273314948e-02	-5.263020326491391759e-02	-5.262727129051563563e-02	-5.262607346223067972e-02	-5.263881243128756826e-02	-5.263712321392546162e-02	-5.263172245827302254e-02	-5.262805795111343693e-02	-5.262626541145283554e-02
-5.263757849628739049e-02	-5.263658953360319387e-02	-5.262918419387322549e-02	-5.262493346450498877e-02	-5.262046806698823104e-02	-5.263993439147340858e-02	-5.263855017254329138e-02	-5.262897299151382546e-02	-5.262439187618256353e-02	9.999999999999995559e-01	-5.264393964821439953e-02	-5.263934189001937686e-02	-5.262850293862071649e-02	-5.262288953364756272e-02	-5.262074109889298967e-02	-5.264558659526123036e-02	-5.264205161630603619e-02	-5.263109333862395212e-02	-5.262424154547049038e-02	-5.262100860797318258e-02
-5.262407383112390619e-02	-5.262528945904344779e-02	-5.263367885978375432e-02	-5.263800862093453992e-02	-5.264222156485064835e-02	-5.262175866866941609e-02	-5.262306845531515564e-02	-5.263322630446578415e-02	-5.263795774482576961e-02	-5.264393964821439953e-02	1.000000000000000000e+00	-5.261989630990233230e-02	-5.263339251392706170e-02	-5.263952773790422923e-02	-5.264154435988570996e-02	-5.261334542892350669e-02	-5.261789759389721988e-02	-5.263128943095125856e-02	-5.263840266296959669e-02	-5.264148080441250627e-02
-5.262631483010811462e-02	-5.262714682918176456e-02	-5.263278773025369117e-02	-5.263562436983375975e-02	-5.263832716513512644e-02	-5.262481249493656393e-02	-5.262565348765400886e-02	-5.263237717386827497e-02	-5.263548810273314948e-02	-5.263934189001937686e-02	-5.261989630990233230e-02	1.000000000000000000e+00	-5.263366199169193516e-02	-5.263775285104974055e-02	-5.263904475273158134e-02	-5.262007591998671407e-02	-5.262322086795692688e-02	-5.263237561755217120e-02	-5.263705882682113979e-02	-5.263903878858389174e-02
-5.263332413801315168e-02	-5.263315491849096528e-02	-5.263162260572097628e-02	-5.263056239404571152e-02	-5.262932389602537064e-02	-5.263394317604117023e-02	-5.263356067908672720e-02	-5.263132165520084671e-02	-5.263020326491391759e-02	-5.262850293862071649e-02	-5.263339251392706170e-02	-5.263366199169193516e-02	9.999999999999997780e-01	-5.262963465962488402e-02	-5.262903475685025423e-02	-5.263415736529481609e-02	-5.263362934491822714e-02	-5.263172490978898499e-02	-5.263006557628866627e-02	-5.262917921545563760e-02
