1.000000000000000000e+00	-2.580263723652617136e-01	1.914774131496276843e-01	-1.879420047363721258e-01	2.670068304032949258e-01	-3.560302105915063575e-01	2.313383578475021740e-01	-2.226187300184150619e-01	1.789316412424538372e-01	-3.868751763964237145e-01	2.587318924094980654e-01	-3.380922569668419753e-01	2.100647388459957465e-01	-2.107319897364676453e-01	6.658629009521259412e-02	-1.217085582870612442e-01	1.574062081328462259e-01	-1.495520421275980394e-01	1.584470309722819104e-01	-6.738047797249076265e-02	1.133960624977650850e-01	-1.964662883131023663e-01	1.798552589894345521e-01	-2.679790020464221656e-01	2.950027968863181971e-01
-2.580263723652617136e-01	1.000000000000000444e+00	-7.388163890670148559e-01	2.042158634678669094e-01	-2.149892635446514488e-01	1.619747713240487219e-01	-4.517449730676931230e-01	3.015163386585166805e-01	-2.053490023657564834e-01	1.907282016095617760e-01	-1.784542555292803478e-01	2.125670312822905972e-01	-1.756533223609146321e-01	1.368255987220335090e-01	-4.040761579237567291e-02	7.102514066060718056e-02	-1.047798641869512465e-01	1.057610876184441884e-01	-1.061664232452470963e-01	3.984369744805466018e-02	-7.134921655708489907e-02	1.121348274636425058e-01	-1.300850240196740892e-01	1.426120402769564255e-01	-1.597978964810520541e-01
1.914774131496276843e-01	-7.388163890670148559e-01	1.000000000000000888e+00	-2.937735434697745784e-01	1.952625772369008528e-01	-1.322312632297936441e-01	2.923626764524227539e-01	-4.645917133983262226e-01	2.259049569701419014e-01	-1.979686553740506172e-01	1.364692947643169896e-01	-2.041069135102416554e-01	1.643567502494263366e-01	-1.397057908918339919e-01	3.917523817741736664e-02	-6.186722379315547776e-02	9.361906577448061983e-02	-1.022088601572374023e-01	1.025717784266642341e-01	-3.889992222179766007e-02	6.085565908598449675e-02	-1.051736432407029409e-01	1.179782690491112396e-01	-1.388178738779856092e-01	1.399198416622732810e-01
-1.879420047363721258e-01	2.042158634678669094e-01	-2.937735434697745784e-01	1.000000000000001332e+00	-4.144616437032462297e-01	1.080732359871819370e-01	-2.176900280588747738e-01	2.528217692936950978e-01	-7.600397969388287267e-01	2.611961727974085878e-01	-1.216609756545513898e-01	1.707843878167810969e-01	-1.676676727365009889e-01	1.663417046097747098e-01	-4.768986591505799955e-02	5.585595193373266154e-02	-8.463034269546526600e-02	1.045742326745094514e-01	-1.242683589502136532e-01	4.648656299812314180e-02	-5.574142143048833875e-02	9.536726690843322363e-02	-1.253085019091321195e-01	1.455323769528981681e-01	-1.579002702646208067e-01
2.670068304032949258e-01	-2.149892635446514488e-01	1.952625772369008528e-01	-4.144616437032462297e-01	1.000000000000001776e+00	-1.348014179562581072e-01	1.979363306920041699e-01	-2.233451912131641237e-01	2.705565559027490186e-01	-6.827365660664138636e-01	1.504371385055552901e-01	-2.588436248852403754e-01	1.946566018596423420e-01	-2.083933363180392462e-01	7.816090117144564031e-02	-8.082638124086653775e-02	1.214198296713476788e-01	-1.364492326044597914e-01	1.521934664498466871e-01	-7.906475564820171498e-02	7.854053918263169398e-02	-1.477526744830629235e-01	1.629376959215338150e-01	-2.353666417429296775e-01	2.507341743150834912e-01
-3.560302105915063575e-01	1.619747713240487219e-01	-1.322312632297936441e-01	1.080732359871819370e-01	-1.348014179562581072e-01	1.000000000000001998e+00	-2.875453964632643244e-01	1.709939901948229202e-01	-1.085400027731951156e-01	1.565050096142515113e-01	-8.293800307772833946e-01	1.941443326991111606e-01	-1.246021316738609164e-01	1.045086952909160399e-01	-3.136723610146436442e-02	1.290397632320712529e-01	-1.071653295758884794e-01	8.128592082809750485e-02	-8.047809635126031147e-02	3.133764785917415863e-02	-1.287159997506140408e-01	1.178798188312409068e-01	-9.982911871050542674e-02	1.205278343081044867e-01	-1.297936435983716441e-01
2.313383578475021740e-01	-4.517449730676931230e-01	2.923626764524227539e-01	-2.176900280588747738e-01	1.979363306920041699e-01	-2.875453964632643244e-01	1.000000000000001776e+00	-6.131481380426179184e-01	2.146953788957794429e-01	-2.084757406493170928e-01	2.195992750298887408e-01	-3.878702685042121345e-01	2.085673230065333839e-01	-1.615333406216405698e-01	4.461948101465063043e-02	-9.147062014802256891e-02	1.422404714230896539e-01	-1.268947792517615969e-01	1.205089627392928187e-01	-4.432321305463858552e-02	8.860686210927130879e-02	-1.523014097409766399e-01	1.469607033207727398e-01	-1.635296045567320444e-01	1.641479468066123215e-01
-2.226187300184150619e-01	3.015163386585166805e-01	-4.645917133983262226e-01	2.528217692936950978e-01	-2.233451912131641237e-01	1.709939901948229202e-01	-6.131481380426179184e-01	1.000000000000002220e+00	-3.810074775753770071e-01	2.075424241378371060e-01	-1.845968160204581876e-01	2.424391504125605057e-01	-2.660795399794770866e-01	1.719362020463834073e-01	-4.641336962258716531e-02	7.523689491395786633e-02	-1.164018866964103283e-01	1.349181616194086442e-01	-1.297491315949489965e-01	4.567462351643468421e-02	-7.530765088912738658e-02	1.235404786227745355e-01	-1.543087145332111554e-01	1.620365767441240279e-01	-1.650179590684826558e-01
1.789316412424538372e-01	-2.053490023657564834e-01	2.259049569701419014e-01	-7.600397969388287267e-01	2.705565559027490186e-01	-1.085400027731951156e-01	2.146953788957794429e-01	-3.810074775753770071e-01	1.000000000000001332e+00	-3.221560263646240929e-01	1.174890856830042574e-01	-1.811040139876881616e-01	1.742655864792915232e-01	-2.169846319660481415e-01	5.091736165205691667e-02	-5.621308466201301729e-02	8.636398552703825060e-02	-1.117330227219445193e-01	1.343563399318515039e-01	-5.001500098793135174e-02	5.560782046304124648e-02	-9.851544363321043662e-02	1.275891074760694133e-01	-1.556558458731555905e-01	1.545961019002030645e-01
-3.868751763964237145e-01	1.907282016095617760e-01	-1.979686553740506172e-01	2.611961727974085878e-01	-6.827365660664138636e-01	1.565050096142515113e-01	-2.084757406493170928e-01	2.075424241378371060e-01	-3.221560263646240929e-01	1.000000000000001332e+00	-1.867623844851585280e-01	2.254683172167274152e-01	-2.043339878237530605e-01	1.893124566808556120e-01	-1.004797029637075345e-01	8.227958190368618585e-02	-1.159510866468797807e-01	1.356424163702178720e-01	-1.530318158122986327e-01	9.068379933031110729e-02	-8.287775690079016155e-02	1.342557939526241029e-01	-1.728730487254434012e-01	2.138652873045065461e-01	-3.386599573530922336e-01
