1.000000000000000000e+00	-2.953974057838951728e-01	1.420161177843666800e-01	-9.035598100854205783e-02	7.568169984046670129e-02	-8.498288322757105995e-01	1.960426772682953567e-01	-1.227900476827051834e-01	9.543715174411639135e-02	-9.596341786475180713e-02	2.228079158318647668e-01	-1.448274186766558835e-01	1.218925066305801275e-01	-8.725148522599182610e-02	9.150400480467960063e-02	-2.273328036996362655e-01	1.393417622215779861e-01	-1.438753875271820137e-01	7.680222729935853865e-02	-7.493285004878329214e-02	5.356271431736725486e-02	-7.896788669678468653e-02	7.273942888619427949e-02	-6.287218778804423702e-02	5.460824120796655551e-02	-8.205584721588099484e-02	4.550735077501162629e-02	-3.515984956744794276e-02	5.245160656489109702e-02	-4.878397885356761804e-02
-2.953974057838951728e-01	1.000000000000000000e+00	-5.514152656262323315e-01	1.858424783064489827e-01	-1.527504799068348795e-01	2.006782636745233495e-01	-6.415549269931747345e-01	3.070351994427397702e-01	-2.033353625057729985e-01	1.655172154460029521e-01	-1.306497342607015055e-01	1.445960107133978101e-01	-1.588276101985187094e-01	1.380147229435902956e-01	-1.476277768955286118e-01	1.162983823630306945e-01	-1.381318916013428988e-01	1.494725062356059009e-01	-1.026712178358384353e-01	9.662099493638282022e-02	-5.490771127167651949e-02	8.101478688553774565e-02	-8.334235827551836340e-02	7.503199803574087112e-02	-6.734862816811136577e-02	8.493815321001979557e-02	-5.297360631809550080e-02	4.068314481399729066e-02	-6.280770093539037036e-02	5.799787283457762121e-02
1.420161177843666800e-01	-5.514152656262323315e-01	1.000000000000000000e+00	-3.051804351234532753e-01	1.738064866052346225e-01	-1.356440843005910779e-01	3.202329918577728196e-01	-6.521911032906304584e-01	2.447619181036092550e-01	-2.054954873147619987e-01	9.001992585237431066e-02	-1.131599616942909337e-01	1.387083054097641432e-01	-1.524633297387940623e-01	1.462976800817205048e-01	-8.599627569775175617e-02	1.024535484322061513e-01	-1.396516493762610667e-01	9.827739740309743288e-02	-9.473969801363246734e-02	4.864397006332754625e-02	-7.295614284902472713e-02	7.567791406786886221e-02	-7.070846317451508212e-02	6.287462541777544267e-02	-7.804307226343630555e-02	4.800500623080055512e-02	-3.720248051490603058e-02	5.732358753482461738e-02	-5.425199203687131044e-02
-9.035598100854205783e-02	1.858424783064489827e-01	-3.051804351234532753e-01	1.000000000000000000e+00	-5.901290623341811648e-01	8.145275958753094014e-02	-2.111900534380139194e-01	2.321260220044821521e-01	-5.792034192968875672e-01	3.142862365336629438e-01	-7.632187232111983799e-02	1.045527919212452250e-01	-1.636687115462116537e-01	2.207784275335260282e-01	-2.430307801706279025e-01	6.968046424472162936e-02	-1.004735163230161543e-01	1.502526900346765060e-01	-1.351873092524393527e-01	1.231617869354888345e-01	-5.329352756664602203e-02	7.981811816876147048e-02	-8.969243778887535379e-02	8.681490806596466048e-02	-7.949378029404333135e-02	8.587037987879551915e-02	-5.766624880124060493e-02	4.450422809946691372e-02	-7.045140204251414129e-02	6.619730121525119193e-02
7.568169984046670129e-02	-1.527504799068348795e-01	1.738064866052346225e-01	-5.901290623341811648e-01	1.000000000000000000e+00	-7.025273984078606038e-02	1.548975714450646080e-01	-1.667988540340079318e-01	2.801191417606872514e-01	-6.930584567008291064e-01	6.710284368773140884e-02	-9.267578628455985790e-02	1.398325849838983614e-01	-1.919542106360293265e-01	2.047510008212020949e-01	-6.220031507431313805e-02	8.868984493899297050e-02	-1.471809700671841137e-01	1.201531809383058758e-01	-1.187294048211861713e-01	5.233743961804059042e-02	-7.898495095165948554e-02	8.611103390481948672e-02	-8.375107562157037278e-02	7.563932850356200333e-02	-8.623726905624765071e-02	5.559586485711526249e-02	-4.312560521176311834e-02	6.752151213678245223e-02	-6.441030858899796097e-02
-8.498288322757105995e-01	2.006782636745233495e-01	-1.356440843005910779e-01	8.145275958753094014e-02	-7.025273984078606038e-02	1.000000000000000444e+00	-2.131244848840924133e-01	1.129374227339317860e-01	-8.958984073155923378e-02	8.525680053358265786e-02	-3.352184846986914213e-01	1.312809470825672398e-01	-1.162305614070637261e-01	7.974759648542134594e-02	-8.525301545610557141e-02	2.057663637621509889e-01	-1.418216301233710674e-01	1.226920480837524752e-01	-6.936081160904437881e-02	6.636689549066986105e-02	-4.753897616761582762e-02	6.910734544696307824e-02	-6.503776531413481277e-02	5.560850585313070055e-02	-4.893070316034658224e-02	7.046962317167711209e-02	-4.080662196664883168e-02	3.129214694464952512e-02	-4.719811413206720374e-02	4.317999089168205601e-02
1.960426772682953567e-01	-6.415549269931747345e-01	3.202329918577728196e-01	-2.111900534380139194e-01	1.548975714450646080e-01	-2.131244848840924133e-01	1.000000000000000888e+00	-5.331914971165373496e-01	2.186334935674233426e-01	-2.067538114324307674e-01	1.316363187020433145e-01	-1.992355705959205914e-01	1.763924129775863714e-01	-1.619550454683293672e-01	1.567531853502364125e-01	-1.293156122663708940e-01	1.530222595679723574e-01	-1.829727411341412757e-01	1.150070778468543914e-01	-1.123119282563169036e-01	6.400412127041443799e-02	-9.599397986655364146e-02	9.567216415974241772e-02	-8.710816342764297893e-02	7.664414817806751434e-02	-1.017710615455559714e-01	6.027030116646785174e-02	-4.671334397336899397e-02	7.109137989370407917e-02	-6.710779483659622124e-02
-1.227900476827051834e-01	3.070351994427397702e-01	-6.521911032906304584e-01	2.321260220044821521e-01	-1.667988540340079318e-01	1.129374227339317860e-01	-5.331914971165373496e-01	1.000000000000000666e+00	-3.725146977482327038e-01	1.896661796407448641e-01	-8.651968457764154519e-02	1.206196512550603145e-01	-1.576162618389873871e-01	1.647013971254051856e-01	-1.582474447032763409e-01	8.039663718333833753e-02	-1.077366324345827991e-01	1.390002553725006584e-01	-1.023624920096629642e-01	9.591362166586597793e-02	-4.796613447302208039e-02	7.184519006779485628e-02	-7.591319597476856029e-02	7.105306925314491817e-02	-6.353615850342189675e-02	7.631420967665879240e-02	-4.803995446510599121e-02	3.715831503425238991e-02	-5.759742893675347253e-02	5.425446220753861459e-02
9.543715174411639135e-02	-2.033353625057729985e-01	2.447619181036092550e-01	-5.792034192968875672e-01	2.801191417606872514e-01	-8.958984073155923378e-02	2.186334935674233426e-01	-3.725146977482327038e-01	1.000000000000001332e+00	-4.071306334708236219e-01	8.378933547290400019e-02	-1.239958019488032887e-01	1.900369417074206924e-01	-4.290048997246473372e-01	2.631086419604050097e-01	-7.857292167664582661e-02	1.123474868695163581e-01	-1.865412387649419967e-01	1.595418180652608264e-01	-1.522807046412627541e-01	6.279709079231153568e-02	-9.511468139809169109e-02	1.047117420849283248e-01	-1.047702215651905022e-01	9.288546662791212494e-02	-1.030073332128662311e-01	6.625923485408818925e-02	-5.173331771114499100e-02	8.082382380961344870e-02	-7.845806421752929416e-02
-9.596341786475180713e-02	1.655172154460029521e-01	-2.054954873147619987e-01	3.142862365336629438e-01	-6.930584567008291064e-01	8.525680053358265786e-02	-2.067538114324307674e-01	1.896661796407448641e-01	-4.071306334708236219e-01	1.000000000000001110e+00	-8.906771622859176174e-02	1.203027763861188593e-01	-1.940156794420217767e-01	2.417196435329372617e-01	-3.591190528435101448e-01	7.985892752269405093e-02	-1.198497771598911188e-01	1.798706730833098955e-01	-1.689632632203349749e-01	1.572165101050580216e-01	-6.661546071528598456e-02	9.912184207311314221e-02	-1.148905510244066924e-01	1.099955354268411095e-01	-1.036425110182380288e-01	1.069131307343954979e-01	-7.551658867732129188e-02	5.777686578284879637e-02	-9.282410697732038085e-02	8.540430456280390104e-02
